"CODEST","NOMEST","SUBTIPEST","CODCEN","caca","codasi","nomasi","nomasicorto","tipo","ciclo","desccurso","ofertada","docencia","complform","crdtsteo","crdtspra","crdtsects","duracion","tfg","estadoasi"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","30120","LITERATURA CATALANA ACTUAL","LITERATURA CATALANA ACTUAL","B","9","2","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","30121","PRÁCTICA DE LA NORMATIVA CATALANA","PRÁCTICA DE LA NORMATIVA CATALANA","T","9","2","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","30211","LENGUA Y CULTURA GALLEGAS I","LENGUA Y CULTURA GALLEGAS I","B","9","1","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","30221","LENGUA Y CULTURA GALLEGAS II","LENGUA Y CULTURA GALLEGAS II","B","9","2","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","30521","LENGUA FRANCESA: COMUNICACIÓN ORAL II","LENGUA FRANCESA: COMUNICACIÓN ORAL II","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","30523","LENGUA FRANCESA: COMUNICACIÓN ESCRITA II","LENGUA FRANCESA: COMUNICACIÓN ESCRITA II","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","30550","LITERATURA FRANCESA Y CINE","LITERATURA FRANCESA Y CINE","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","30552","LITERATURA JUVENIL, NOVELA NEGRA Y CÓMIC EN LENGUA FRANCESA","LIT. JUVENIL, NOV. NEGRA Y CÓMIC EN FRANCÉS","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","30553","FRANCIA Y LOS PAÍSES FRANCÓFONOS EN LOS MEDIOS DE COMUNICACIÓN FRANCESES","FRANCIA Y PAÍSES FRANCÓFONOS MEDIOS COM. FR.","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","30610","PRINCIPALES MOVIMIENTOS DE LA LITERATURA Y DE LA CULTURA FRANCESA I","MOVIMIENTOS LITERATURA Y DE LA CULTURA FRANCESA I","T","9","1","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","30611","LENGUA FRANCESA I","LENGUA FRANCESA I","B","9","1","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","30620","PRINCIPALES MOVIMIENTOS DE LA LITERATURA Y DE LA CULTURA FRANCESA II","MOVIMIENTOS LITERATURA Y CULTURA FRANCESA II","B","9","2","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","30621","LENGUA FRANCESA II","LENGUA FRANCESA II","B","9","2","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31020","LENGUA INGLESA IV","LENGUA INGLESA IV","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31021","LENGUA INGLESA III","LENGUA INGLESA III","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31039","CULTURA E INSTITUCIONES DE LOS PAÍSES DE HABLA INGLESA","CULTURA E INSTITUCIONES PAÍSES ANGLÓFONOS","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31050","INNOVACIÓN Y RUPTURA EN LA HISTORIA DE LA LITERATURA EN LENGUA INGLESA","INNOVACIÓN Y RUPTURA LIT. LENGUA INGLESA","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31059","LITERATURA Y CINE EN PAÍSES DE HABLA INGLESA","LITERATURA Y CINE EN PAÍSES DE HABLA INGLESA","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31110","GRANDES FIGURAS DE LA LITERATURA EN LENGUA INGLESA I","GRANDES FIG. LITERATURA EN LENGUA INGLESA I","T","9","1","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31111","COMUNICACIÓN EFICAZ EN INGLÉS I","COMUNICACIÓN EFICAZ EN INGLÉS I","B","9","1","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31120","GRANDES FIGURAS DE LA LITERATURA EN LENGUA INGLESA II","GRANDES FIG. LITERATURA EN LENGUA INGLESA II","B","9","2","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31121","COMUNICACIÓN EFICAZ EN INGLÉS II","COMUNICACIÓN EFICAZ EN INGLÉS II","B","9","2","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31211","LENGUA ALEMANA I","LENGUA ALEMANA I","B","9","1","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31221","LENGUA ALEMANA II","LENGUA ALEMANA II","B","9","2","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31533","ESPAÑOL COMO LENGUA EXTRANJERA / SEGUNDA LENGUA","ESPAÑOL COMO LENGUA EXTRANJ./SEGUNDA LENGUA","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31542","LITERATURA HISPANOAMERICANA ACTUAL","LITERATURA HISPANOAMERICANA ACTUAL","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31554","EL ESPAÑOL DE AMÉRICA","EL ESPAÑOL DE AMÉRICA","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31555","LITERATURA Y CULTURA APLICADAS A LA ENSEÑANZA DEL ESPAÑOL COMO LENGUA EXTRANJERA / SEGUNDA LENGUA","LIT. Y CULT. ENSEÑ. ESP. LENG.ESTR./SEG.LENG.","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31559","EDICIÓN Y CORRECCIÓN DE TEXTOS","EDICIÓN Y CORRECCIÓN DE TEXTOS","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31610","INTRODUCCIÓN A LA LITERATURA ESPAÑOLA","INTRODUCCIÓN A LA LITERATURA ESPAÑOLA","T","9","1","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31611","ESPAÑOL: NORMA Y USO I","ESPAÑOL: NORMA Y USO I","T","9","1","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31620","INTRODUCCIÓN A LA LITERATURA HISPANOAMERICANA","INTRODUCCIÓN A LA LITERATURA HISPANOAMERICANA","B","9","2","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31621","ESPAÑOL: NORMA Y USO II","ESPAÑOL: NORMA Y USO II","T","9","2","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31710","LINGÜÍSTICA GENERAL I","LINGÜÍSTICA GENERAL I","T","9","1","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31721","LINGÜÍSTICA GENERAL II","LINGÜÍSTICA GENERAL II","T","9","2","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31750","LINGÜÍSTICA APLICADA AL APRENDIZAJE DE LENGUAS","LINGÜÍSTICA APLIC. AL APRENDIZAJE DE LENGUAS","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31751","LINGÜÍSTICA CLÍNICA: TRASTORNOS DEL LENGUAJE Y DEL HABLA","LINGÜÍSTICA CLÍNICA: TRASTORNOS LENG. Y HABLA","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31752","SOCIOLINGÜÍSTICA: LENGUAJE Y SOCIEDAD","SOCIOLINGÜÍSTICA: LENGUAJE Y SOCIEDAD","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31753","INTRODUCCIÓN A LAS LENGUAS DE SIGNOS","INTRODUCCIÓN A LAS LENGUAS DE SIGNOS","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31755","PRAGMALINGÜÍSTICA: ASPECTOS VERBALES Y NO VERBALES DE LA COMUNICACIÓN","PRAGMALING.: ASP. VERB. Y NO VERB. COMUNIC.","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31811","TEORÍA DE LA LITERATURA I","TEORÍA DE LA LITERATURA I","T","9","1","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31820","TEORÍA DE LA LITERATURA II","TEORÍA DE LA LITERATURA II","T","9","2","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31850","LITERATURA Y CINE","LITERATURA Y CINE","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31851","ESTÉTICA LITERARIA","ESTÉTICA LITERARIA","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31852","TEORÍA Y PRÁCTICA DEL COMENTARIO DE TEXTO LITERARIO","TEO. Y PRÁCTICA COMENTARIO DE TEXTO LITERARIO","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31853","CRÍTICA Y HERMENÉUTICA LITERARIAS","CRÍTICA Y HERMENÉUTICA LITERARIAS","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31855","LITERATURA COMPARADA Y CIBERCULTURA","LITERATURA COMPARADA Y CIBERCULTURA","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31910","LITERATURA LATINA: POESÍA LÍRICA Y DIDÁCTICA","LITERATURA LATINA: POESÍA LÍRICA Y DIDÁCTICA","T","9","1","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31911","LATÍN Y LENGUAS EUROPEAS","LATÍN Y LENGUAS EUROPEAS","B","9","1","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31912","LITERATURA GRIEGA: POESÍA","LITERATURA GRIEGA: POESÍA","T","9","1","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31913","LA LENGUA GRIEGA: ORÍGENES Y EVOLUCIÓN","LA LENGUA GRIEGA: ORÍGENES Y EVOLUCIÓN","B","9","1","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31920","LITERATURA LATINA: POESÍA ÉPICA Y AMOROSA","LITERATURA LATINA: POESÍA ÉPICA Y AMOROSA","B","9","2","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31921","LATÍN Y LENGUAS ROMÁNICAS","LATÍN Y LENGUAS ROMÁNICAS","B","9","2","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31922","LITERATURA GRIEGA: PROSA","LITERATURA GRIEGA: PROSA","B","9","2","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31923","GÉNERO LITERARIO Y DIALECTO EN GRIEGO","GÉNERO LITERARIO Y DIALECTO EN GRIEGO","B","9","2","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31950","DRAMA LATINO MEDIEVAL Y MODERNO","DRAMA LATINO MEDIEVAL Y MODERNO","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31951","TRAGEDIA LATINA","TRAGEDIA LATINA","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31952","COMEDIA GRIEGA","COMEDIA GRIEGA","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31953","COMEDIA LATINA","COMEDIA LATINA","O","9","4","S","S","N","0","0","6","S","N","V"
"C005","GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS","GRA","3009579","2015-16","31955","TRAGEDIA GRIEGA","TRAGEDIA GRIEGA","O","9","4","S","S","N","0","0","6","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","401","ASIGNATURA 1 DE MOVILIDAD","ASIGNATURA 1 DE MOVILIDAD","O","9","4","S","S","N","0","0","1","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","402","ASIGNATURA 2 DE MOVILIDAD","ASIGNATURA 2 DE MOVILIDAD","O","9","4","S","S","N","0","0","2","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","403","ASIGNATURA 3 DE MOVILIDAD","ASIGNATURA 3 DE MOVILIDAD","O","9","4","S","S","N","0","0","3","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","404","ASIGNATURA 4 DE MOVILIDAD","ASIGNATURA 4 DE MOVILIDAD","O","9","4","S","S","N","0","0","4","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","405","ASIGNATURA 5 DE MOVILIDAD","ASIGNATURA 5 DE MOVILIDAD","O","9","4","S","S","N","0","0","5","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","406","ASIGNATURA 6 DE MOVILIDAD","ASIGNATURA 6 DE MOVILIDAD","O","9","4","S","S","N","0","0","6","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","407","ASIGNATURA 7 DE MOVILIDAD","ASIGNATURA 7 DE MOVILIDAD","O","9","4","S","S","N","0","0","7","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","408","ASIGNATURA 8 DE MOVILIDAD","ASIGNATURA 8 DE MOVILIDAD","O","9","4","S","S","N","0","0","8","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","409","ASIGNATURA 9 DE MOVILIDAD","ASIGNATURA 9 DE MOVILIDAD","O","9","4","S","S","N","0","0","9","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","410","ASIGNATURA 10 DE MOVILIDAD","ASIGNATURA 10 DE MOVILIDAD","O","9","4","S","S","N","0","0","10","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","411","ASIGNATURA 1 DE MOVILIDAD","ASIGNATURA 1 DE MOVILIDAD","O","9","4","S","S","N","0","0","1","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","412","ASIGNATURA 2 DE MOVILIDAD","ASIGNATURA 2 DE MOVILIDAD","O","9","4","S","S","N","0","0","2","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","413","ASIGNATURA 3 DE MOVILIDAD","ASIGNATURA 3 DE MOVILIDAD","O","9","4","S","S","N","0","0","3","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","414","ASIGNATURA 4 DE MOVILIDAD","ASIGNATURA 4 DE MOVILIDAD","O","9","4","S","S","N","0","0","4","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","415","ASIGNATURA 5 DE MOVILIDAD","ASIGNATURA 5 DE MOVILIDAD","O","9","4","S","S","N","0","0","5","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","416","ASIGNATURA 6 DE MOVILIDAD","ASIGNATURA 6 DE MOVILIDAD","O","9","4","S","S","N","0","0","6","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","417","ASIGNATURA 7 DE MOVILIDAD","ASIGNATURA 7 DE MOVILIDAD","O","9","4","S","S","N","0","0","7","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","418","ASIGNATURA 8 DE MOVILIDAD","ASIGNATURA 8 DE MOVILIDAD","O","9","4","S","S","N","0","0","8","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","419","ASIGNATURA 9 DE MOVILIDAD","ASIGNATURA 9 DE MOVILIDAD","O","9","4","S","S","N","0","0","9","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","420","ASIGNATURA 10 DE MOVILIDAD","ASIGNATURA 10 DE MOVILIDAD","O","9","4","S","S","N","0","0","10","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","421","ASIGNATURA 1 DE MOVILIDAD","ASIGNATURA 1 DE MOVILIDAD","O","9","4","S","S","N","0","0","1","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","422","ASIGNATURA 2 DE MOVILIDAD","ASIGNATURA 2 DE MOVILIDAD","O","9","4","S","S","N","0","0","2","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","423","ASIGNATURA 3 DE MOVILIDAD","ASIGNATURA 3 DE MOVILIDAD","O","9","4","S","S","N","0","0","3","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","424","ASIGNATURA 4 DE MOVILIDAD","ASIGNATURA 4 DE MOVILIDAD","O","9","4","S","S","N","0","0","4","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","425","ASIGNATURA 5 DE MOVILIDAD","ASIGNATURA 5 DE MOVILIDAD","O","9","4","S","S","N","0","0","5","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","426","ASIGNATURA 6 DE MOVILIDAD","ASIGNATURA 6 DE MOVILIDAD","O","9","4","S","S","N","0","0","6","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","427","ASIGNATURA 7 DE MOVILIDAD","ASIGNATURA 7 DE MOVILIDAD","O","9","4","S","S","N","0","0","7","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","428","ASIGNATURA 8 DE MOVILIDAD","ASIGNATURA 8 DE MOVILIDAD","O","9","4","S","S","N","0","0","8","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","429","ASIGNATURA 9 DE MOVILIDAD","ASIGNATURA 9 DE MOVILIDAD","O","9","4","S","S","N","0","0","9","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","430","ASIGNATURA 10 DE MOVILIDAD","ASIGNATURA 10 DE MOVILIDAD","O","9","4","S","S","N","0","0","10","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","431","ASIGNATURA 1 DE MOVILIDAD","ASIGNATURA 1 DE MOVILIDAD","O","9","4","S","S","N","0","0","1","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","432","ASIGNATURA 2 DE MOVILIDAD","ASIGNATURA 2 DE MOVILIDAD","O","9","4","S","S","N","0","0","2","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","433","ASIGNATURA 3 DE MOVILIDAD","ASIGNATURA 3 DE MOVILIDAD","O","9","4","S","S","N","0","0","3","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","434","ASIGNATURA 4 DE MOVILIDAD","ASIGNATURA 4 DE MOVILIDAD","O","9","4","S","S","N","0","0","4","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","435","ASIGNATURA 5 DE MOVILIDAD","ASIGNATURA 5 DE MOVILIDAD","O","9","4","S","S","N","0","0","5","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","436","ASIGNATURA 6 DE MOVILIDAD","ASIGNATURA 6 DE MOVILIDAD","O","9","4","S","S","N","0","0","6","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","437","ASIGNATURA 7 DE MOVILIDAD","ASIGNATURA 7 DE MOVILIDAD","O","9","4","S","S","N","0","0","7","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","438","ASIGNATURA 8 DE MOVILIDAD","ASIGNATURA 8 DE MOVILIDAD","O","9","4","S","S","N","0","0","8","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","439","ASIGNATURA 9 DE MOVILIDAD","ASIGNATURA 9 DE MOVILIDAD","O","9","4","S","S","N","0","0","9","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","440","ASIGNATURA 10 DE MOVILIDAD","ASIGNATURA 10 DE MOVILIDAD","O","9","4","S","S","N","0","0","10","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","441","ASIGNATURA 1 DE MOVILIDAD","ASIGNATURA 1 DE MOVILIDAD","O","9","4","S","S","N","0","0","1","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","442","ASIGNATURA 2 DE MOVILIDAD","ASIGNATURA 2 DE MOVILIDAD","O","9","4","S","S","N","0","0","2","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","443","ASIGNATURA 3 DE MOVILIDAD","ASIGNATURA 3 DE MOVILIDAD","O","9","4","S","S","N","0","0","3","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","444","ASIGNATURA 4 DE MOVILIDAD","ASIGNATURA 4 DE MOVILIDAD","O","9","4","S","S","N","0","0","4","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","445","ASIGNATURA 5 DE MOVILIDAD","ASIGNATURA 5 DE MOVILIDAD","O","9","4","S","S","N","0","0","5","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","446","ASIGNATURA 6 DE MOVILIDAD","ASIGNATURA 6 DE MOVILIDAD","O","9","4","S","S","N","0","0","6","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","447","ASIGNATURA 7 DE MOVILIDAD","ASIGNATURA 7 DE MOVILIDAD","O","9","4","S","S","N","0","0","7","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","448","ASIGNATURA 8 DE MOVILIDAD","ASIGNATURA 8 DE MOVILIDAD","O","9","4","S","S","N","0","0","8","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","449","ASIGNATURA 9 DE MOVILIDAD","ASIGNATURA 9 DE MOVILIDAD","O","9","4","S","S","N","0","0","9","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","450","ASIGNATURA 10 DE MOVILIDAD","ASIGNATURA 10 DE MOVILIDAD","O","9","4","S","S","N","0","0","10","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","29523","DIALECTO ÁRABE MAGREBÍ","DIALECTO ÁRABE MAGREBÍ","O","9","4","S","S","N","0","0","6","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","29550","MEDIACIÓN LINGÜÍSTICA E INTERCULTURAL","MEDIACIÓN LINGÜÍSTICA E INTERCULTURAL","O","9","4","S","S","N","0","0","6","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","29551","CULTURAS IRANÍ Y CENTROASIÁTICAS","CULTURAS IRANÍ Y CENTROASIÁTICAS","O","9","4","S","S","N","0","0","6","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","29552","POLÍTICA DEL MUNDO ÁRABE CONTEMPORÁNEO","POLÍTICA DEL MUNDO ÁRABE CONTEMPORÁNEO","O","9","4","S","S","N","0","0","6","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","29553","LITERATURA ÁRABE Y CULTURA EUROPEA","LITERATURA ÁRABE Y CULTURA EUROPEA","O","9","4","S","S","N","0","0","6","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","29610","LITERATURA ÁRABE CLÁSICA","LITERATURA ÁRABE CLÁSICA","B","9","1","S","S","N","0","0","6","S","N","V"
"C006","GRAU EN FILOLOGIA CATALANA","GRA","3009579","2015-16","29611","LENGUA ÁRABE I","LENGUA ÁRABE I","T","9","1","S","S","N","0","0","6","S","N","V"
